,usuario,Finicio,Ffinal,diferencia_entre_fechas,frecuencia_compra,desviacion_estandar,cantidad_elementos
2062,17471.0,2022-12-01,2023-10-19,"[230, 92]",161.0,69.0,2
2063,17480.0,2022-12-01,2022-12-01,[],,,0
2064,17510.0,2022-12-02,2022-12-02,[],,,0
2065,17526.0,2022-12-02,2022-12-02,[],,,0
2066,17529.0,2024-10-19,2024-10-19,[],,,0
2067,17535.0,2022-12-05,2022-12-07,[2],2.0,0.0,1
2068,17537.0,2023-01-20,2023-01-20,[],,,0
2069,17541.0,2022-12-13,2022-12-13,[],,,0
2070,17569.0,2022-12-04,2022-12-04,[],,,0
2071,17585.0,2022-12-09,2023-07-30,"[9, 19, 7, 27, 162, 9]",38.833333333333336,55.52301824969132,6
2072,17590.0,2023-05-07,2024-09-25,"[16, 55, 70, 15, 3, 18, 4, 2, 29, 15, 19, 15, 10, 2, 4, 8, 119, 6, 95, 2]",25.35,32.37943019881604,20
2073,17595.0,2022-12-04,2022-12-04,[],,,0
2074,17597.0,2022-12-04,2022-12-22,[18],18.0,0.0,1
2075,17598.0,2023-06-17,2023-06-17,[],,,0
2076,17615.0,2022-12-05,2022-12-05,[],,,0
2077,17624.0,2022-12-19,2023-02-21,"[16, 42, 1, 5]",16.0,15.98436736314578,4
2078,17631.0,2022-12-05,2022-12-05,[],,,0
2079,17632.0,2022-12-06,2022-12-06,[],,,0
2080,17636.0,2023-10-31,2023-10-31,[],,,0
2081,17641.0,2022-12-05,2024-02-03,[425],425.0,0.0,1
2082,17642.0,2022-12-23,2022-12-23,[],,,0
2083,17644.0,2023-04-15,2023-04-15,[],,,0
2084,17646.0,2022-12-05,2023-01-08,"[8, 5, 21]",11.333333333333334,6.944222218666553,3
2085,17648.0,2022-12-18,2022-12-18,[],,,0
2086,17651.0,2022-12-05,2023-03-17,[102],102.0,0.0,1
2087,17653.0,2023-02-26,2023-02-26,[],,,0
2088,17663.0,2022-12-07,2023-07-06,"[19, 3, 3, 4, 7, 29, 7, 6, 12, 1, 7, 5, 9, 2, 4, 10, 5, 16, 4, 15, 7, 23, 11, 1, 1]",8.44,7.020427337420422,25
2089,17695.0,2023-12-09,2023-12-09,[],,,0
2090,17696.0,2022-12-08,2022-12-08,[],,,0
2091,17702.0,2022-12-07,2022-12-07,[],,,0
2092,17705.0,2023-01-23,2023-01-23,[],,,0
2093,17706.0,2022-12-07,2022-12-07,[],,,0
2094,17707.0,2023-01-26,2023-01-26,[],,,0
2095,17709.0,2022-12-07,2022-12-07,[],,,0
2096,17717.0,2024-10-06,2024-10-06,[],,,0
2097,17718.0,2022-12-10,2023-01-28,"[3, 46]",24.5,21.5,2
2098,17721.0,2023-01-10,2023-01-10,[],,,0
2099,17726.0,2022-12-07,2023-08-10,"[25, 4, 13, 89, 40, 15, 1, 6, 37, 16]",24.6,24.83223711227001,10
2100,17729.0,2023-03-28,2023-03-28,[],,,0
2101,17732.0,2022-12-08,2022-12-08,[],,,0
2102,17736.0,2022-12-08,2022-12-08,[],,,0
2103,17747.0,2022-12-08,2022-12-08,[],,,0
2104,17755.0,2022-12-08,2023-12-18,"[22, 12, 14, 4, 146, 12, 4, 52, 28, 33, 48]",34.09090909090909,38.62748561100113,11
2105,17782.0,2022-12-14,2022-12-14,[],,,0
2106,17792.0,2022-12-09,2022-12-09,[],,,0
2107,17793.0,2023-02-03,2023-02-03,[],,,0
2108,17796.0,2022-12-09,2023-09-29,"[46, 6, 242]",98.0,103.12452020090404,3
2109,17797.0,2023-05-22,2023-05-22,[],,,0
2110,17800.0,2022-12-15,2023-08-16,"[62, 93, 4, 1, 64, 20]",40.666666666666664,34.35921354681384,6
2111,17813.0,2022-12-10,2022-12-13,[3],3.0,0.0,1
2112,17822.0,2022-12-10,2022-12-10,[],,,0
2113,17826.0,2022-12-27,2022-12-27,[],,,0
2114,17828.0,2022-12-14,2023-11-12,"[8, 27, 23, 47, 16, 62, 3, 58, 67, 22]",33.3,22.109047921608926,10
2115,17838.0,2023-03-15,2023-03-15,[],,,0
2116,17846.0,2022-12-11,2022-12-11,[],,,0
2117,17854.0,2022-12-20,2023-01-10,[21],21.0,0.0,1
2118,17855.0,2022-12-11,2022-12-11,[],,,0
2119,17856.0,2022-12-11,2022-12-26,[15],15.0,0.0,1
2120,17857.0,2022-12-11,2022-12-11,[],,,0
2121,17859.0,2022-12-11,2023-07-11,[212],212.0,0.0,1
2122,17861.0,2022-12-23,2022-12-29,[6],6.0,0.0,1
2123,17871.0,2023-01-27,2024-01-05,"[186, 94, 63]",114.33333333333333,52.23238671765078,3
2124,17876.0,2022-12-12,2022-12-12,[],,,0
2125,17886.0,2022-12-12,2022-12-12,[],,,0
2126,17907.0,2022-12-13,2022-12-13,[],,,0
2127,17909.0,2022-12-13,2022-12-13,[],,,0
2128,17911.0,2023-05-31,2023-05-31,[],,,0
2129,17922.0,2022-12-13,2022-12-16,[3],3.0,0.0,1
2130,17930.0,2024-04-13,2024-04-13,[],,,0
2131,17941.0,2022-12-13,2023-05-08,[146],146.0,0.0,1
2132,17942.0,2022-12-14,2022-12-14,[],,,0
2133,17949.0,2022-12-15,2022-12-15,[],,,0
2134,17992.0,2022-12-14,2023-01-22,[39],39.0,0.0,1
2135,17993.0,2022-12-14,2022-12-14,[],,,0
2136,17998.0,2022-12-14,2022-12-14,[],,,0
2137,18010.0,2023-05-11,2023-05-11,[],,,0
2138,18019.0,2024-06-15,2024-06-15,[],,,0
2139,18029.0,2022-12-14,2023-02-05,[53],53.0,0.0,1
2140,18082.0,2022-12-16,2022-12-16,[],,,0
2141,18089.0,2023-02-28,2023-02-28,[],,,0
2142,18159.0,2022-12-14,2022-12-14,[],,,0
2143,18166.0,2022-12-16,2023-10-10,"[14, 5, 279]",99.33333333333333,127.09663864774535,3
2144,18200.0,2022-12-15,2023-02-10,[57],57.0,0.0,1
2145,18234.0,2023-01-07,2023-02-12,[36],36.0,0.0,1
2146,18288.0,2022-12-15,2022-12-15,[],,,0
2147,18360.0,2023-01-29,2023-03-09,[39],39.0,0.0,1
2148,18384.0,2023-01-11,2023-01-11,[],,,0
2149,18402.0,2022-12-16,2022-12-16,[],,,0
2150,18453.0,2023-06-03,2023-06-03,[],,,0
2151,18460.0,2022-12-15,2022-12-15,[],,,0
2152,18492.0,2022-12-16,2023-10-06,"[241, 53]",147.0,94.0,2
2153,18514.0,2023-05-11,2023-05-11,[],,,0
2154,18529.0,2022-12-21,2022-12-30,[9],9.0,0.0,1
2155,18532.0,2022-12-16,2022-12-16,[],,,0
2156,18541.0,2022-12-19,2024-08-19,"[8, 11, 11, 29, 4, 2, 15, 41, 37, 13, 1, 2, 1, 1, 6, 24, 10, 6, 9, 6, 10, 18, 2, 11, 10, 1, 7, 2, 21, 5, 10, 17, 61, 102, 3, 8, 9, 3, 72]",15.615384615384615,20.88014071154987,39
2157,18556.0,2022-12-19,2023-02-25,"[40, 28]",34.0,6.0,2
2158,18563.0,2024-06-01,2024-06-02,[1],1.0,0.0,1
2159,18566.0,2022-12-19,2022-12-19,[],,,0
2160,18571.0,2022-12-17,2024-07-31,"[89, 51, 22, 9, 10, 8, 11, 3, 3, 40, 5, 20, 18, 11, 29, 5, 4, 254]",32.888888888888886,57.63283100695769,18
2161,18572.0,2022-12-17,2022-12-17,[],,,0
2162,18574.0,2023-06-23,2024-08-29,"[4, 8, 421]",144.33333333333334,195.63969149661037,3
2163,18577.0,2022-12-17,2022-12-17,[],,,0
2164,18593.0,2023-04-16,2023-04-16,[],,,0
2165,18595.0,2022-12-18,2022-12-18,[],,,0
2166,18596.0,2022-12-22,2023-12-24,"[165, 202]",183.5,18.5,2
2167,18606.0,2023-02-19,2023-02-19,[],,,0
2168,18622.0,2022-12-21,2023-07-30,"[1, 1, 6, 1, 4, 6, 4, 3, 3, 4, 3, 1, 7, 7, 10, 1, 2, 20, 1, 23, 27, 2, 1, 16, 6, 1, 1, 5, 3, 5, 31, 15]",6.90625,7.966176054889824,32
2169,18637.0,2022-12-19,2023-04-06,[108],108.0,0.0,1
2170,18638.0,2024-05-15,2024-05-15,[],,,0
2171,18643.0,2022-12-19,2022-12-19,[],,,0
2172,18659.0,2023-01-29,2023-01-29,[],,,0
2173,18662.0,2022-12-23,2022-12-23,[],,,0
2174,18672.0,2022-12-19,2022-12-19,[],,,0
2175,18676.0,2022-12-19,2023-01-28,"[7, 3, 5, 25]",10.0,8.774964387392123,4
2176,18697.0,2023-05-20,2023-11-25,[189],189.0,0.0,1
2177,18734.0,2022-12-20,2022-12-20,[],,,0
2178,18759.0,2022-12-21,2022-12-21,[],,,0
2179,18760.0,2022-12-21,2022-12-21,[],,,0
2180,18761.0,2022-12-21,2022-12-21,[],,,0
2181,18774.0,2022-12-21,2022-12-21,[],,,0
2182,18776.0,2022-12-22,2022-12-22,[],,,0
2183,18802.0,2022-12-22,2023-06-05,[165],165.0,0.0,1
2184,18803.0,2023-06-18,2023-06-25,[7],7.0,0.0,1
2185,18815.0,2022-12-22,2023-02-06,"[45, 1]",23.0,22.0,2
2186,18829.0,2023-02-10,2023-02-10,[],,,0
2187,18832.0,2023-05-12,2024-09-22,"[467, 32]",249.5,217.5,2
2188,18835.0,2022-12-22,2022-12-22,[],,,0
2189,18837.0,2022-12-22,2023-01-31,[40],40.0,0.0,1
2190,18843.0,2022-12-22,2022-12-22,[],,,0
2191,18845.0,2022-12-31,2023-10-04,[277],277.0,0.0,1
2192,18848.0,2023-11-04,2023-11-04,[],,,0
2193,18856.0,2022-12-23,2022-12-23,[],,,0
2194,18860.0,2022-12-23,2022-12-23,[],,,0
2195,18867.0,2022-12-23,2022-12-23,[],,,0
2196,18874.0,2022-12-23,2022-12-29,[6],6.0,0.0,1
2197,18880.0,2022-12-27,2022-12-27,[],,,0
2198,18904.0,2023-05-10,2023-06-29,[50],50.0,0.0,1
2199,18908.0,2022-12-26,2022-12-26,[],,,0
2200,18913.0,2023-01-25,2023-11-03,[282],282.0,0.0,1
2201,18925.0,2022-12-26,2022-12-26,[],,,0
2202,18930.0,2022-12-25,2022-12-25,[],,,0
2203,18951.0,2022-12-26,2022-12-26,[],,,0
2204,18958.0,2022-12-26,2022-12-26,[],,,0
2205,18968.0,2022-12-26,2022-12-26,[],,,0
2206,18983.0,2022-12-31,2022-12-31,[],,,0
2207,18988.0,2022-12-27,2023-01-23,[27],27.0,0.0,1
2208,18997.0,2022-12-26,2022-12-26,[],,,0
2209,19001.0,2022-12-26,2022-12-26,[],,,0
2210,19003.0,2022-12-26,2022-12-26,[],,,0
2211,19008.0,2022-12-26,2022-12-26,[],,,0
2212,19012.0,2022-12-26,2022-12-26,[],,,0
2213,19013.0,2022-12-26,2022-12-26,[],,,0
2214,19039.0,2023-01-05,2023-01-05,[],,,0
2215,19041.0,2022-12-27,2022-12-29,[2],2.0,0.0,1
2216,19052.0,2022-12-27,2022-12-27,[],,,0
2217,19053.0,2022-12-27,2022-12-27,[],,,0
2218,19055.0,2022-12-28,2023-01-06,"[1, 8]",4.5,3.5,2
2219,19067.0,2022-12-27,2022-12-27,[],,,0
2220,19099.0,2023-03-14,2023-03-14,[],,,0
2221,19191.0,2022-12-28,2023-09-13,[259],259.0,0.0,1
2222,19204.0,2023-01-26,2023-11-09,"[52, 235]",143.5,91.5,2
2223,19224.0,2022-12-27,2023-02-11,"[35, 6, 5]",15.333333333333334,13.912424503139471,3
2224,19267.0,2022-12-27,2022-12-27,[],,,0
2225,19309.0,2023-01-06,2024-10-03,[636],636.0,0.0,1
2226,19380.0,2022-12-27,2022-12-29,[2],2.0,0.0,1
2227,19388.0,2022-12-27,2022-12-27,[],,,0
2228,19399.0,2023-02-15,2023-02-15,[],,,0
2229,19420.0,2022-12-27,2022-12-27,[],,,0
2230,19435.0,2022-12-27,2022-12-27,[],,,0
2231,19453.0,2023-02-12,2023-02-12,[],,,0
2232,19462.0,2023-01-05,2023-01-13,[8],8.0,0.0,1
2233,19501.0,2022-12-27,2022-12-28,[1],1.0,0.0,1
2234,19646.0,2022-12-27,2022-12-27,[],,,0
2235,19654.0,2024-03-20,2024-03-20,[],,,0
2236,19658.0,2022-12-27,2022-12-27,[],,,0
2237,19675.0,2022-12-27,2022-12-27,[],,,0
2238,19680.0,2022-12-28,2023-02-24,"[2, 56]",29.0,27.0,2
2239,19701.0,2022-12-27,2022-12-27,[],,,0
2240,19715.0,2022-12-27,2022-12-27,[],,,0
2241,19724.0,2022-12-27,2022-12-27,[],,,0
2242,19727.0,2022-12-27,2022-12-27,[],,,0
2243,19809.0,2022-12-28,2022-12-28,[],,,0
2244,19834.0,2022-12-28,2022-12-28,[],,,0
2245,19877.0,2024-07-28,2024-07-28,[],,,0
2246,19906.0,2022-12-28,2022-12-28,[],,,0
2247,19921.0,2024-08-29,2024-08-29,[],,,0
2248,19948.0,2022-12-28,2022-12-28,[],,,0
2249,19956.0,2022-12-28,2022-12-28,[],,,0
2250,19986.0,2022-12-28,2022-12-28,[],,,0
2251,19999.0,2022-12-28,2022-12-28,[],,,0
2252,20041.0,2022-12-28,2022-12-28,[],,,0
2253,20072.0,2024-06-10,2024-06-10,[],,,0
2254,20074.0,2022-12-28,2022-12-28,[],,,0
2255,20114.0,2022-12-28,2022-12-28,[],,,0
2256,20146.0,2023-01-31,2023-01-31,[],,,0
2257,20174.0,2022-12-28,2022-12-28,[],,,0
2258,20189.0,2022-12-28,2022-12-28,[],,,0
2259,20199.0,2022-12-28,2022-12-28,[],,,0
2260,20338.0,2022-12-28,2022-12-28,[],,,0
2261,20345.0,2022-12-28,2024-01-16,"[82, 122, 48, 132]",96.0,33.436506994600975,4
2262,20382.0,2022-12-28,2022-12-28,[],,,0
2263,20442.0,2022-12-28,2022-12-28,[],,,0
2264,20458.0,2023-01-13,2023-01-20,"[1, 1, 5]",2.3333333333333335,1.8856180831641267,3
2265,20460.0,2024-07-17,2024-07-17,[],,,0
2266,20465.0,2022-12-29,2022-12-29,[],,,0
2267,20474.0,2023-01-02,2023-01-02,[],,,0
2268,20503.0,2023-01-17,2023-02-01,[15],15.0,0.0,1
2269,20552.0,2022-12-29,2022-12-29,[],,,0
2270,20565.0,2023-01-10,2024-07-26,"[25, 34, 71, 52, 16, 22, 343]",80.42857142857143,108.64997159010494,7
2271,20568.0,2022-12-29,2023-01-28,[30],30.0,0.0,1
2272,20571.0,2022-12-29,2023-01-02,[4],4.0,0.0,1
2273,20579.0,2022-12-29,2023-01-04,[6],6.0,0.0,1
2274,20602.0,2022-12-29,2022-12-29,[],,,0
2275,20633.0,2022-12-30,2022-12-30,[],,,0
2276,20651.0,2023-05-24,2023-08-08,[76],76.0,0.0,1
2277,20659.0,2023-01-01,2023-01-01,[],,,0
2278,20667.0,2022-12-30,2022-12-30,[],,,0
2279,20712.0,2023-01-04,2023-01-04,[],,,0
2280,20734.0,2023-05-07,2023-05-07,[],,,0
2281,20736.0,2023-01-05,2023-03-24,"[21, 57]",39.0,18.0,2
2282,20739.0,2022-12-31,2022-12-31,[],,,0
2283,20740.0,2023-01-05,2023-01-05,[],,,0
2284,20765.0,2023-01-11,2023-04-03,"[18, 64]",41.0,23.0,2
2285,20767.0,2022-12-31,2022-12-31,[],,,0
2286,20780.0,2024-01-19,2024-06-17,[150],150.0,0.0,1
2287,20803.0,2023-01-09,2023-01-23,"[1, 13]",7.0,6.0,2
2288,20804.0,2024-06-29,2024-06-29,[],,,0
2289,20807.0,2023-01-06,2023-01-06,[],,,0
2290,20845.0,2023-01-19,2023-01-19,[],,,0
2291,20863.0,2024-07-14,2024-07-14,[],,,0
2292,20869.0,2023-01-04,2023-01-04,[],,,0
2293,20928.0,2023-01-02,2023-01-02,[],,,0
2294,20945.0,2023-01-02,2023-01-02,[],,,0
2295,20963.0,2023-01-02,2023-01-02,[],,,0
2296,20972.0,2023-01-05,2023-01-06,[1],1.0,0.0,1
2297,21000.0,2023-01-03,2024-01-09,"[8, 13, 27, 1, 84, 137, 72, 29]",46.375,44.169948777421055,8
2298,21021.0,2023-01-02,2023-08-17,"[118, 109]",113.5,4.5,2
2299,21035.0,2023-01-02,2023-01-02,[],,,0
2300,21037.0,2023-01-02,2023-01-02,[],,,0
2301,21046.0,2023-01-06,2023-01-06,[],,,0
2302,21054.0,2023-01-17,2023-02-12,[26],26.0,0.0,1
2303,21079.0,2023-01-04,2023-01-04,[],,,0
2304,21110.0,2023-03-12,2023-09-08,[180],180.0,0.0,1
2305,21176.0,2023-01-04,2023-02-12,[39],39.0,0.0,1
2306,21210.0,2023-01-05,2023-01-05,[],,,0
2307,21215.0,2023-01-06,2023-02-02,"[4, 4, 5, 6, 5, 3]",4.5,0.9574271077563381,6
2308,21248.0,2023-01-04,2023-01-30,[26],26.0,0.0,1
2309,21258.0,2023-01-07,2023-01-30,"[4, 19]",11.5,7.5,2
2310,21262.0,2023-03-01,2023-06-06,"[75, 22]",48.5,26.5,2
2311,21278.0,2023-12-16,2023-12-16,[],,,0
2312,21285.0,2023-08-17,2023-08-17,[],,,0
2313,21298.0,2023-04-02,2023-04-09,[7],7.0,0.0,1
2314,21308.0,2023-01-05,2023-01-05,[],,,0
2315,21319.0,2023-05-31,2023-05-31,[],,,0
2316,21340.0,2023-01-29,2023-01-29,[],,,0
2317,21372.0,2023-01-06,2024-01-28,"[164, 223]",193.5,29.5,2
2318,21380.0,2023-01-06,2024-08-27,"[265, 305, 29]",199.66666666666666,121.77939982699137,3
2319,21382.0,2023-05-05,2023-05-05,[],,,0
2320,21389.0,2023-01-06,2023-01-06,[],,,0
2321,21396.0,2023-01-06,2023-11-23,"[35, 3, 13, 28, 18, 154, 69, 1]",40.125,47.57740403805151,8
2322,21416.0,2023-01-07,2023-10-21,"[220, 11, 56]",95.66666666666667,89.81586100956162,3
2323,21421.0,2023-01-17,2023-01-17,[],,,0
2324,21428.0,2023-06-30,2023-07-22,[22],22.0,0.0,1
2325,21433.0,2023-01-07,2023-01-12,[5],5.0,0.0,1
2326,21434.0,2023-01-12,2023-01-12,[],,,0
2327,21440.0,2023-08-07,2023-08-07,[],,,0
2328,21451.0,2023-01-07,2023-01-07,[],,,0
