,usuario,Finicio,Ffinal,diferencia_entre_fechas,frecuencia_compra,desviacion_estandar,cantidad_elementos
4472,48947.0,2023-10-01,2023-10-01,[],,,0
4473,48951.0,2023-10-03,2023-10-03,[],,,0
4474,48954.0,2023-10-02,2023-10-02,[],,,0
4475,48955.0,2023-10-02,2023-10-02,[],,,0
4476,48961.0,2023-10-02,2023-10-02,[],,,0
4477,48969.0,2023-10-02,2023-10-02,[],,,0
4478,48970.0,2023-10-03,2023-10-03,[],,,0
4479,48975.0,2023-10-02,2023-10-02,[],,,0
4480,48982.0,2023-10-05,2023-10-05,[],,,0
4481,48984.0,2023-10-02,2023-10-02,[],,,0
4482,48993.0,2023-10-02,2023-10-02,[],,,0
4483,49012.0,2023-10-02,2023-10-02,[],,,0
4484,49014.0,2023-10-02,2023-10-02,[],,,0
4485,49027.0,2023-10-03,2023-10-03,[],,,0
4486,49035.0,2023-10-03,2023-10-03,[],,,0
4487,49047.0,2023-10-04,2023-11-08,[35],35.0,0.0,1
4488,49049.0,2023-10-04,2024-10-20,"[3, 6, 9, 7, 2, 7, 8, 4, 3, 17, 21, 16, 8, 2, 15, 9, 26, 61, 14, 1, 3, 7, 9, 12, 32, 18, 5, 20, 16, 21]",12.733333333333333,11.775492440752625,30
4489,49052.0,2023-10-16,2023-10-16,[],,,0
4490,49056.0,2023-10-04,2023-10-04,[],,,0
4491,49060.0,2023-11-15,2023-11-15,[],,,0
4492,49070.0,2023-10-09,2023-10-09,[],,,0
4493,49076.0,2023-10-05,2023-10-09,[4],4.0,0.0,1
4494,49077.0,2023-10-05,2023-10-05,[],,,0
4495,49080.0,2023-11-09,2023-11-09,[],,,0
4496,49083.0,2024-07-19,2024-07-19,[],,,0
4497,49089.0,2023-10-06,2023-10-06,[],,,0
4498,49090.0,2023-10-05,2023-10-05,[],,,0
4499,49100.0,2023-10-06,2023-10-06,[],,,0
4500,49107.0,2023-10-07,2023-10-07,[],,,0
4501,49108.0,2023-10-07,2023-10-07,[],,,0
4502,49111.0,2023-10-07,2023-10-07,[],,,0
4503,49114.0,2023-10-07,2023-10-07,[],,,0
4504,49116.0,2023-12-26,2023-12-26,[],,,0
4505,49123.0,2023-10-08,2023-10-08,[],,,0
4506,49125.0,2023-10-08,2023-10-08,[],,,0
4507,49127.0,2023-10-08,2023-10-08,[],,,0
4508,49129.0,2023-10-08,2023-10-08,[],,,0
4509,49131.0,2023-10-08,2024-10-07,[365],365.0,0.0,1
4510,49132.0,2023-10-09,2023-10-09,[],,,0
4511,49143.0,2023-10-09,2023-10-10,[1],1.0,0.0,1
4512,49144.0,2023-10-09,2023-10-09,[],,,0
4513,49154.0,2023-10-10,2023-10-10,[],,,0
4514,49156.0,2023-10-10,2023-10-10,[],,,0
4515,49164.0,2023-10-17,2023-10-17,[],,,0
4516,49173.0,2023-10-10,2024-09-26,"[2, 50, 151, 46, 89, 14]",58.666666666666664,49.81186828680714,6
4517,49178.0,2023-10-11,2023-10-11,[],,,0
4518,49181.0,2023-10-11,2023-10-11,[],,,0
4519,49183.0,2023-10-11,2023-10-11,[],,,0
4520,49186.0,2023-10-11,2023-10-11,[],,,0
4521,49190.0,2023-10-11,2023-10-11,[],,,0
4522,49191.0,2023-10-11,2023-10-11,[],,,0
4523,49192.0,2023-10-13,2023-10-13,[],,,0
4524,49193.0,2023-10-11,2023-10-11,[],,,0
4525,49204.0,2023-10-12,2023-10-12,[],,,0
4526,49205.0,2023-10-20,2023-10-20,[],,,0
4527,49206.0,2023-10-12,2023-10-12,[],,,0
4528,49208.0,2024-09-29,2024-09-29,[],,,0
4529,49219.0,2023-10-12,2023-10-12,[],,,0
4530,49221.0,2023-10-12,2023-10-12,[],,,0
4531,49224.0,2023-10-14,2023-10-14,[],,,0
4532,49230.0,2023-10-13,2023-10-26,[13],13.0,0.0,1
4533,49234.0,2023-10-14,2023-10-14,[],,,0
4534,49235.0,2023-10-13,2023-10-13,[],,,0
4535,49240.0,2023-10-13,2023-10-13,[],,,0
4536,49243.0,2023-10-13,2023-10-13,[],,,0
4537,49244.0,2023-10-13,2023-10-13,[],,,0
4538,49245.0,2023-10-13,2023-10-13,[],,,0
4539,49246.0,2023-10-13,2023-10-13,[],,,0
4540,49247.0,2023-12-07,2023-12-07,[],,,0
4541,49249.0,2023-10-14,2023-10-14,[],,,0
4542,49250.0,2023-10-14,2024-02-11,"[119, 1]",60.0,59.0,2
4543,49251.0,2023-10-14,2023-10-14,[],,,0
4544,49253.0,2023-10-14,2023-10-14,[],,,0
4545,49256.0,2023-10-14,2023-10-14,[],,,0
4546,49259.0,2024-06-04,2024-06-04,[],,,0
4547,49261.0,2023-10-14,2023-10-14,[],,,0
4548,49264.0,2023-10-18,2023-10-18,[],,,0
4549,49270.0,2023-10-15,2023-10-18,[3],3.0,0.0,1
4550,49273.0,2023-10-14,2023-10-14,[],,,0
4551,49281.0,2023-10-15,2023-10-15,[],,,0
4552,49284.0,2023-10-21,2023-10-21,[],,,0
4553,49287.0,2023-10-15,2023-10-23,[8],8.0,0.0,1
4554,49288.0,2023-10-19,2023-10-19,[],,,0
4555,49289.0,2023-10-15,2023-12-08,[54],54.0,0.0,1
4556,49295.0,2023-10-15,2023-10-15,[],,,0
4557,49319.0,2023-11-22,2023-11-22,[],,,0
4558,49326.0,2023-10-24,2023-10-24,[],,,0
4559,49333.0,2023-10-17,2023-10-17,[],,,0
4560,49341.0,2024-08-07,2024-08-07,[],,,0
4561,49353.0,2023-10-17,2024-10-20,"[108, 261]",184.5,76.5,2
4562,49380.0,2023-10-17,2023-10-17,[],,,0
4563,49387.0,2023-10-17,2023-10-17,[],,,0
4564,49410.0,2023-10-17,2023-10-17,[],,,0
4565,49416.0,2023-10-17,2023-10-17,[],,,0
4566,49501.0,2024-02-26,2024-02-26,[],,,0
4567,49544.0,2023-10-17,2023-10-17,[],,,0
4568,49548.0,2023-10-17,2023-10-18,[1],1.0,0.0,1
4569,49570.0,2023-10-17,2023-10-17,[],,,0
4570,49587.0,2023-10-17,2023-10-17,[],,,0
4571,49592.0,2023-10-17,2023-10-17,[],,,0
4572,49593.0,2023-10-24,2023-10-24,[],,,0
4573,49644.0,2023-10-18,2023-10-18,[],,,0
4574,49646.0,2023-11-01,2023-11-01,[],,,0
4575,49659.0,2023-10-24,2023-10-24,[],,,0
4576,49678.0,2023-10-18,2023-10-18,[],,,0
4577,49700.0,2023-10-18,2023-10-18,[],,,0
4578,49703.0,2023-10-18,2023-10-18,[],,,0
4579,49704.0,2023-10-18,2023-10-18,[],,,0
4580,49707.0,2023-10-18,2023-10-18,[],,,0
4581,49709.0,2023-10-18,2023-10-18,[],,,0
4582,49711.0,2023-10-18,2023-10-18,[],,,0
4583,49712.0,2023-10-18,2023-10-18,[],,,0
4584,49715.0,2023-10-18,2023-10-18,[],,,0
4585,49718.0,2023-10-18,2023-10-18,[],,,0
4586,49720.0,2023-10-18,2023-10-18,[],,,0
4587,49721.0,2023-10-18,2023-10-18,[],,,0
4588,49722.0,2023-10-18,2023-10-18,[],,,0
4589,49761.0,2023-11-01,2023-11-01,[],,,0
4590,49787.0,2023-10-19,2023-10-19,[],,,0
4591,49788.0,2023-10-22,2023-10-22,[],,,0
4592,49794.0,2023-10-19,2023-10-19,[],,,0
4593,49810.0,2023-10-19,2023-10-19,[],,,0
4594,49846.0,2023-10-25,2023-10-25,[],,,0
4595,49849.0,2023-10-20,2023-10-20,[],,,0
4596,49850.0,2023-10-20,2023-10-20,[],,,0
4597,49861.0,2023-10-20,2023-10-20,[],,,0
4598,49867.0,2023-10-20,2023-10-20,[],,,0
4599,49892.0,2023-10-21,2023-10-21,[],,,0
4600,49903.0,2023-10-21,2023-10-21,[],,,0
4601,49907.0,2023-10-21,2023-10-21,[],,,0
4602,49926.0,2023-10-21,2023-10-21,[],,,0
4603,49930.0,2023-10-21,2023-10-21,[],,,0
4604,49944.0,2024-10-06,2024-10-06,[],,,0
4605,49954.0,2023-11-23,2023-11-23,[],,,0
4606,49960.0,2023-10-24,2023-10-24,[],,,0
4607,49975.0,2023-10-22,2023-10-22,[],,,0
4608,49979.0,2023-10-22,2023-10-22,[],,,0
4609,49984.0,2023-10-23,2023-10-23,[],,,0
4610,49989.0,2023-10-23,2023-10-23,[],,,0
4611,49990.0,2023-10-23,2023-10-23,[],,,0
4612,49998.0,2023-10-23,2023-10-23,[],,,0
4613,50007.0,2023-10-31,2023-10-31,[],,,0
4614,50015.0,2023-10-23,2023-10-23,[],,,0
4615,50022.0,2023-10-24,2023-10-24,[],,,0
4616,50032.0,2024-04-12,2024-04-28,[16],16.0,0.0,1
4617,50048.0,2023-10-24,2023-10-24,[],,,0
4618,50050.0,2023-10-25,2023-11-05,[11],11.0,0.0,1
4619,50064.0,2023-11-13,2023-11-13,[],,,0
4620,50074.0,2023-10-24,2023-10-24,[],,,0
4621,50084.0,2023-10-25,2023-11-19,"[1, 5, 3, 1, 15]",5.0,5.215361924162119,5
4622,50090.0,2023-10-25,2023-10-25,[],,,0
4623,50101.0,2023-10-25,2023-10-25,[],,,0
4624,50106.0,2023-11-02,2023-11-02,[],,,0
4625,50114.0,2023-10-27,2023-10-27,[],,,0
4626,50126.0,2023-10-26,2023-10-26,[],,,0
4627,50136.0,2023-11-11,2023-11-11,[],,,0
4628,50139.0,2023-10-26,2023-10-26,[],,,0
4629,50141.0,2023-10-26,2023-10-26,[],,,0
4630,50142.0,2023-10-28,2023-10-28,[],,,0
4631,50144.0,2023-10-26,2023-10-26,[],,,0
4632,50153.0,2023-10-26,2023-10-26,[],,,0
4633,50165.0,2023-10-27,2023-10-27,[],,,0
4634,50170.0,2023-10-31,2023-12-09,[39],39.0,0.0,1
4635,50171.0,2023-10-29,2023-10-29,[],,,0
4636,50181.0,2023-10-30,2023-10-30,[],,,0
4637,50182.0,2023-10-27,2023-10-27,[],,,0
4638,50184.0,2023-10-27,2023-10-27,[],,,0
4639,50189.0,2023-10-28,2023-10-29,[1],1.0,0.0,1
4640,50193.0,2023-11-07,2023-11-07,[],,,0
4641,50196.0,2023-10-28,2024-02-24,"[1, 67, 51]",39.666666666666664,28.110891523077353,3
4642,50199.0,2023-10-28,2023-12-26,[59],59.0,0.0,1
4643,50210.0,2023-10-28,2023-10-28,[],,,0
4644,50211.0,2023-10-29,2023-10-29,[],,,0
4645,50216.0,2023-10-29,2023-10-29,[],,,0
4646,50228.0,2023-12-19,2023-12-19,[],,,0
4647,50238.0,2023-10-30,2023-10-30,[],,,0
4648,50245.0,2024-09-11,2024-09-11,[],,,0
4649,50290.0,2023-11-12,2024-05-01,[171],171.0,0.0,1
4650,50296.0,2023-11-01,2023-11-01,[],,,0
4651,50300.0,2023-10-31,2023-10-31,[],,,0
4652,50302.0,2023-11-23,2023-11-23,[],,,0
4653,50304.0,2023-10-31,2023-10-31,[],,,0
4654,50307.0,2023-11-22,2023-11-22,[],,,0
4655,50309.0,2023-11-04,2023-11-04,[],,,0
4656,50310.0,2023-10-31,2023-10-31,[],,,0
4657,50317.0,2023-11-11,2023-11-11,[],,,0
4658,50320.0,2023-10-31,2024-06-16,"[1, 228]",114.5,113.5,2
4659,50321.0,2023-10-31,2023-10-31,[],,,0
4660,50324.0,2023-11-02,2023-11-02,[],,,0
4661,50328.0,2023-11-01,2024-08-17,"[7, 115, 41, 117, 10]",58.0,48.8344140949802,5
4662,50335.0,2024-06-17,2024-10-17,"[56, 10, 46, 10]",30.5,20.80264406271472,4
4663,50340.0,2023-11-09,2023-11-09,[],,,0
4664,50343.0,2023-11-01,2023-11-01,[],,,0
4665,50344.0,2023-11-01,2023-11-01,[],,,0
4666,50347.0,2023-11-01,2023-11-01,[],,,0
4667,50351.0,2023-11-01,2023-11-01,[],,,0
4668,50352.0,2024-06-07,2024-06-19,[12],12.0,0.0,1
4669,50354.0,2023-11-01,2024-09-21,"[17, 7, 22, 20, 4, 18, 8, 10, 6, 18, 27, 10, 8, 11, 18, 25, 19, 22, 51, 4]",16.25,10.55876413222684,20
4670,50365.0,2023-11-02,2023-11-02,[],,,0
4671,50373.0,2023-11-02,2023-11-02,[],,,0
4672,50374.0,2024-05-13,2024-05-13,[],,,0
4673,50382.0,2023-11-04,2023-11-04,[],,,0
4674,50386.0,2023-11-04,2023-11-04,[],,,0
4675,50392.0,2023-12-03,2023-12-03,[],,,0
4676,50401.0,2023-11-03,2023-11-03,[],,,0
4677,50402.0,2023-11-25,2024-10-09,[319],319.0,0.0,1
4678,50407.0,2023-11-03,2023-11-03,[],,,0
4679,50410.0,2023-11-03,2023-11-03,[],,,0
4680,50412.0,2023-11-04,2023-11-04,[],,,0
4681,50413.0,2023-11-03,2023-11-03,[],,,0
4682,50414.0,2023-11-03,2023-11-03,[],,,0
4683,50417.0,2023-11-03,2023-11-03,[],,,0
4684,50426.0,2023-11-04,2023-11-04,[],,,0
4685,50444.0,2023-11-04,2023-11-04,[],,,0
4686,50445.0,2023-11-04,2023-11-04,[],,,0
4687,50446.0,2023-11-04,2023-11-04,[],,,0
4688,50448.0,2023-11-04,2023-11-04,[],,,0
4689,50450.0,2023-11-05,2023-11-05,[],,,0
4690,50461.0,2023-11-05,2023-11-05,[],,,0
4691,50478.0,2023-11-06,2024-09-22,"[2, 55, 251, 13]",80.25,100.5469417734821,4
4692,50486.0,2023-11-14,2023-11-14,[],,,0
4693,50488.0,2023-11-07,2023-11-07,[],,,0
4694,50495.0,2023-12-06,2023-12-06,[],,,0
4695,50508.0,2023-11-07,2024-02-12,"[4, 42, 35, 15, 1]",19.4,16.426807358704856,5
4696,50512.0,2023-11-07,2023-11-07,[],,,0
4697,50522.0,2023-11-08,2023-11-08,[],,,0
4698,50525.0,2023-11-09,2023-11-09,[],,,0
4699,50526.0,2023-11-08,2023-11-08,[],,,0
4700,50535.0,2023-11-09,2023-11-09,[],,,0
4701,50547.0,2023-11-13,2024-05-18,"[25, 6, 8, 4, 3, 15, 65, 61]",23.375,23.84815244416221,8
4702,50551.0,2023-11-09,2023-11-09,[],,,0
4703,50573.0,2023-11-22,2023-11-22,[],,,0
4704,50576.0,2023-11-09,2023-11-09,[],,,0
4705,50605.0,2023-11-10,2023-11-10,[],,,0
4706,50617.0,2023-11-15,2023-11-15,[],,,0
4707,50623.0,2024-06-25,2024-06-25,[],,,0
4708,50634.0,2023-11-10,2023-11-10,[],,,0
4709,50637.0,2023-11-11,2023-11-11,[],,,0
4710,50641.0,2023-11-10,2023-11-10,[],,,0
4711,50645.0,2023-11-11,2023-11-11,[],,,0
4712,50648.0,2023-11-13,2023-11-13,[],,,0
4713,50667.0,2023-11-12,2023-11-12,[],,,0
4714,50668.0,2023-12-10,2023-12-10,[],,,0
4715,50673.0,2023-11-12,2023-11-12,[],,,0
4716,50676.0,2023-11-12,2023-11-12,[],,,0
4717,50687.0,2024-10-15,2024-10-15,[],,,0
4718,50689.0,2023-11-13,2023-11-13,[],,,0
4719,50691.0,2023-11-13,2023-11-13,[],,,0
4720,50703.0,2023-12-27,2023-12-27,[],,,0
4721,50705.0,2023-11-13,2023-11-13,[],,,0
4722,50728.0,2023-11-18,2024-05-04,[168],168.0,0.0,1
4723,50729.0,2023-11-13,2023-11-13,[],,,0
4724,50739.0,2023-11-14,2023-11-14,[],,,0
4725,50773.0,2023-11-13,2023-11-13,[],,,0
4726,50784.0,2023-11-13,2023-11-13,[],,,0
4727,50846.0,2023-11-13,2023-11-13,[],,,0
4728,50867.0,2023-11-13,2023-11-13,[],,,0
4729,50877.0,2023-11-13,2023-11-13,[],,,0
4730,50900.0,2023-11-13,2023-11-13,[],,,0
4731,50902.0,2023-11-13,2023-11-13,[],,,0
4732,50903.0,2023-11-14,2023-11-14,[],,,0
4733,50915.0,2023-11-13,2023-11-13,[],,,0
4734,50923.0,2023-11-22,2023-11-22,[],,,0
4735,50936.0,2023-11-14,2024-06-01,"[126, 74]",100.0,26.0,2
4736,50947.0,2023-11-13,2023-11-13,[],,,0
4737,50949.0,2023-11-13,2023-11-13,[],,,0
4738,50960.0,2023-11-13,2023-11-13,[],,,0
4739,50972.0,2023-11-14,2023-12-20,[36],36.0,0.0,1
4740,50975.0,2023-11-13,2023-11-13,[],,,0
4741,50980.0,2023-11-13,2023-11-13,[],,,0
4742,50988.0,2023-11-13,2023-11-25,[12],12.0,0.0,1
4743,50996.0,2023-11-23,2023-12-14,"[19, 2]",10.5,8.5,2
4744,51000.0,2023-11-14,2023-11-14,[],,,0
4745,51013.0,2023-11-14,2023-11-14,[],,,0
4746,51026.0,2023-11-14,2023-11-14,[],,,0
4747,51031.0,2023-11-29,2023-11-29,[],,,0
4748,51048.0,2023-12-08,2023-12-26,[18],18.0,0.0,1
4749,51049.0,2023-11-14,2023-11-14,[],,,0
4750,51055.0,2023-12-06,2023-12-06,[],,,0
4751,51058.0,2023-11-14,2023-11-14,[],,,0
4752,51059.0,2023-11-14,2023-11-14,[],,,0
4753,51060.0,2023-11-14,2023-11-15,[1],1.0,0.0,1
4754,51071.0,2023-11-14,2023-11-14,[],,,0
4755,51072.0,2023-11-14,2023-11-14,[],,,0
4756,51098.0,2023-11-16,2023-11-26,[10],10.0,0.0,1
4757,51103.0,2023-11-17,2023-11-17,[],,,0
4758,51118.0,2023-11-18,2023-11-18,[],,,0
4759,51119.0,2023-11-18,2023-11-18,[],,,0
4760,51122.0,2023-11-22,2023-11-22,[],,,0
4761,51123.0,2023-11-19,2023-11-19,[],,,0
4762,51128.0,2023-11-19,2023-11-19,[],,,0
4763,51131.0,2023-11-19,2023-11-19,[],,,0
4764,51132.0,2023-11-20,2024-02-08,[80],80.0,0.0,1
4765,51133.0,2023-11-20,2023-11-20,[],,,0
4766,51140.0,2023-11-20,2024-01-26,"[7, 60]",33.5,26.5,2
4767,51143.0,2023-11-20,2023-11-20,[],,,0
4768,51149.0,2023-11-22,2023-11-22,[],,,0
4769,51188.0,2024-10-19,2024-10-20,[1],1.0,0.0,1
4770,51205.0,2023-12-04,2023-12-04,[],,,0
4771,51215.0,2023-11-22,2023-11-22,[],,,0
4772,51217.0,2023-11-22,2023-11-22,[],,,0
4773,51222.0,2023-11-22,2023-12-20,"[11, 8, 9]",9.333333333333334,1.247219128924647,3
4774,51231.0,2024-01-19,2024-02-20,[32],32.0,0.0,1
4775,51235.0,2024-02-25,2024-02-25,[],,,0
4776,51271.0,2023-11-22,2023-11-22,[],,,0
4777,51273.0,2023-11-22,2023-11-22,[],,,0
4778,51282.0,2023-11-22,2023-11-22,[],,,0
4779,51293.0,2023-11-22,2024-04-09,"[12, 100, 6, 4, 9, 1, 1, 2, 4]",15.444444444444445,30.09655244601618,9
4780,51294.0,2023-11-23,2023-11-23,[],,,0
4781,51302.0,2023-11-22,2023-11-22,[],,,0
4782,51316.0,2023-11-22,2023-11-22,[],,,0
4783,51327.0,2023-11-22,2023-11-22,[],,,0
4784,51338.0,2023-11-22,2023-11-22,[],,,0
4785,51353.0,2023-11-22,2023-11-22,[],,,0
4786,51362.0,2024-09-24,2024-09-24,[],,,0
4787,51387.0,2023-11-22,2023-11-22,[],,,0
4788,51388.0,2023-11-22,2023-11-22,[],,,0
4789,51415.0,2023-11-22,2023-11-22,[],,,0
4790,51416.0,2023-11-22,2023-11-22,[],,,0
4791,51417.0,2023-11-22,2023-11-22,[],,,0
4792,51419.0,2023-11-22,2023-11-22,[],,,0
4793,51421.0,2023-11-22,2023-11-22,[],,,0
4794,51424.0,2023-11-22,2023-11-22,[],,,0
4795,51425.0,2023-11-22,2023-11-22,[],,,0
4796,51426.0,2023-11-22,2023-11-22,[],,,0
4797,51429.0,2023-11-22,2023-11-22,[],,,0
4798,51434.0,2023-11-22,2023-11-22,[],,,0
4799,51436.0,2023-11-22,2023-11-22,[],,,0
4800,51437.0,2023-11-22,2023-11-22,[],,,0
4801,51443.0,2023-11-22,2023-11-22,[],,,0
4802,51453.0,2023-11-23,2023-11-23,[],,,0
4803,51468.0,2023-11-26,2023-11-26,[],,,0
4804,51476.0,2023-12-15,2023-12-16,[1],1.0,0.0,1
4805,51486.0,2023-11-23,2023-11-23,[],,,0
4806,51489.0,2023-11-23,2023-11-23,[],,,0
4807,51492.0,2023-11-23,2023-11-23,[],,,0
4808,51494.0,2023-11-23,2023-11-23,[],,,0
4809,51495.0,2023-11-23,2023-11-23,[],,,0
4810,51497.0,2023-11-23,2023-11-23,[],,,0
4811,51499.0,2023-11-23,2023-11-23,[],,,0
4812,51501.0,2023-11-23,2023-11-23,[],,,0
4813,51505.0,2023-11-23,2023-11-23,[],,,0
4814,51509.0,2023-11-23,2023-11-23,[],,,0
4815,51513.0,2023-11-23,2023-11-23,[],,,0
4816,51515.0,2023-11-23,2023-11-23,[],,,0
4817,51516.0,2023-11-23,2023-11-23,[],,,0
4818,51517.0,2023-11-23,2023-11-23,[],,,0
4819,51527.0,2023-11-23,2023-11-23,[],,,0
4820,51529.0,2023-11-23,2023-11-23,[],,,0
4821,51535.0,2023-11-23,2023-11-23,[],,,0
4822,51540.0,2023-11-23,2023-11-23,[],,,0
4823,51558.0,2023-11-23,2023-11-23,[],,,0
4824,51563.0,2023-11-23,2023-11-23,[],,,0
4825,51566.0,2023-11-26,2023-11-28,[2],2.0,0.0,1
4826,51571.0,2023-11-25,2023-11-29,[4],4.0,0.0,1
4827,51574.0,2023-11-26,2023-11-29,[3],3.0,0.0,1
4828,51579.0,2023-11-24,2023-11-24,[],,,0
4829,51580.0,2023-11-24,2023-11-24,[],,,0
4830,51581.0,2023-12-14,2023-12-14,[],,,0
4831,51585.0,2023-12-03,2023-12-03,[],,,0
4832,51617.0,2023-11-24,2023-11-24,[],,,0
4833,51636.0,2023-11-24,2023-11-24,[],,,0
4834,51637.0,2023-11-24,2023-11-24,[],,,0
4835,51643.0,2023-11-25,2023-11-25,[],,,0
4836,51661.0,2023-11-28,2023-11-28,[],,,0
4837,51662.0,2023-11-24,2023-11-24,[],,,0
4838,51677.0,2023-11-25,2023-11-25,[],,,0
4839,51726.0,2023-11-26,2023-11-26,[],,,0
4840,51734.0,2023-11-27,2023-11-27,[],,,0
4841,51735.0,2023-12-10,2023-12-10,[],,,0
4842,51763.0,2023-11-26,2023-11-26,[],,,0
4843,51764.0,2023-11-26,2023-11-26,[],,,0
4844,51766.0,2023-11-26,2023-11-26,[],,,0
4845,51767.0,2023-11-26,2023-11-26,[],,,0
4846,51768.0,2023-11-26,2023-11-26,[],,,0
4847,51769.0,2023-11-26,2023-11-26,[],,,0
4848,51770.0,2023-11-26,2023-11-26,[],,,0
4849,51772.0,2023-11-26,2023-11-26,[],,,0
4850,51773.0,2023-11-26,2023-11-26,[],,,0
4851,51774.0,2023-11-26,2023-11-26,[],,,0
4852,51775.0,2023-11-26,2023-11-26,[],,,0
4853,51776.0,2023-11-26,2023-11-26,[],,,0
4854,51777.0,2023-11-26,2023-11-26,[],,,0
4855,51779.0,2023-11-26,2023-11-26,[],,,0
4856,51780.0,2023-11-26,2023-11-26,[],,,0
4857,51784.0,2023-11-27,2024-05-27,[182],182.0,0.0,1
4858,51785.0,2023-11-26,2023-11-26,[],,,0
4859,51787.0,2023-11-26,2023-11-26,[],,,0
4860,51788.0,2023-11-26,2023-11-26,[],,,0
4861,51789.0,2023-11-26,2023-11-26,[],,,0
4862,51790.0,2023-11-26,2023-11-26,[],,,0
4863,51791.0,2023-11-26,2023-11-26,[],,,0
4864,51792.0,2023-11-26,2023-11-26,[],,,0
4865,51793.0,2023-11-26,2023-11-26,[],,,0
4866,51794.0,2023-11-26,2023-11-26,[],,,0
4867,51795.0,2023-11-26,2023-11-26,[],,,0
4868,51796.0,2023-11-26,2023-11-26,[],,,0
4869,51797.0,2023-11-26,2023-11-26,[],,,0
4870,51798.0,2023-11-26,2023-11-26,[],,,0
4871,51800.0,2023-11-26,2023-11-26,[],,,0
4872,51801.0,2023-11-26,2023-11-26,[],,,0
4873,51802.0,2023-11-26,2023-11-26,[],,,0
4874,51804.0,2023-11-26,2023-11-26,[],,,0
4875,51805.0,2023-11-26,2023-11-26,[],,,0
4876,51806.0,2023-11-26,2023-11-26,[],,,0
4877,51807.0,2023-11-26,2023-11-26,[],,,0
4878,51808.0,2023-11-26,2023-11-26,[],,,0
4879,51809.0,2023-11-26,2023-11-26,[],,,0
4880,51810.0,2023-11-26,2023-11-26,[],,,0
4881,51811.0,2023-11-26,2023-11-26,[],,,0
4882,51812.0,2023-11-26,2023-11-26,[],,,0
4883,51813.0,2023-11-26,2023-11-26,[],,,0
4884,51824.0,2023-11-26,2023-11-26,[],,,0
4885,51851.0,2023-11-27,2023-11-27,[],,,0
4886,51866.0,2023-12-19,2023-12-19,[],,,0
4887,51872.0,2023-11-27,2023-11-27,[],,,0
4888,51883.0,2023-11-28,2023-11-28,[],,,0
4889,51890.0,2024-05-24,2024-05-24,[],,,0
4890,51898.0,2023-11-28,2023-11-28,[],,,0
4891,51914.0,2024-02-28,2024-02-28,[],,,0
4892,51915.0,2023-11-28,2023-11-28,[],,,0
4893,51919.0,2024-01-29,2024-01-29,[],,,0
4894,51930.0,2023-11-28,2023-11-28,[],,,0
4895,51933.0,2023-11-28,2023-11-28,[],,,0
4896,51945.0,2023-11-29,2023-11-29,[],,,0
4897,51955.0,2023-11-29,2023-12-13,[14],14.0,0.0,1
4898,51994.0,2023-12-03,2023-12-03,[],,,0
4899,52004.0,2023-11-30,2023-11-30,[],,,0
4900,52005.0,2023-11-30,2023-11-30,[],,,0
4901,52006.0,2023-11-30,2023-11-30,[],,,0
4902,52007.0,2023-11-30,2023-11-30,[],,,0
4903,52008.0,2023-11-30,2023-11-30,[],,,0
4904,52009.0,2023-11-30,2023-11-30,[],,,0
4905,52010.0,2023-11-30,2023-11-30,[],,,0
4906,52011.0,2023-11-30,2023-11-30,[],,,0
4907,52012.0,2023-11-30,2023-11-30,[],,,0
4908,52013.0,2023-11-30,2023-11-30,[],,,0
4909,52014.0,2023-11-30,2023-11-30,[],,,0
4910,52015.0,2023-11-30,2023-11-30,[],,,0
4911,52016.0,2023-11-30,2023-11-30,[],,,0
4912,52017.0,2023-11-30,2023-11-30,[],,,0
4913,52018.0,2023-11-30,2023-11-30,[],,,0
4914,52020.0,2023-11-30,2023-11-30,[],,,0
4915,52023.0,2023-11-30,2023-11-30,[],,,0
4916,52027.0,2023-11-30,2023-11-30,[],,,0
4917,52029.0,2023-11-30,2023-11-30,[],,,0
4918,52031.0,2023-11-30,2023-11-30,[],,,0
4919,52032.0,2023-11-30,2023-11-30,[],,,0
4920,52034.0,2023-11-30,2023-11-30,[],,,0
4921,52035.0,2023-11-30,2023-11-30,[],,,0
4922,52036.0,2023-11-30,2023-11-30,[],,,0
4923,52037.0,2023-11-30,2023-11-30,[],,,0
4924,52038.0,2023-11-30,2023-11-30,[],,,0
4925,52058.0,2023-12-02,2023-12-02,[],,,0
4926,52062.0,2023-12-01,2023-12-01,[],,,0
4927,52064.0,2023-12-01,2023-12-01,[],,,0
4928,52066.0,2023-12-01,2023-12-01,[],,,0
4929,52070.0,2023-12-01,2023-12-01,[],,,0
4930,52071.0,2023-12-02,2023-12-02,[],,,0
4931,52074.0,2023-12-01,2023-12-01,[],,,0
4932,52075.0,2023-12-01,2023-12-01,[],,,0
4933,52091.0,2023-12-12,2023-12-12,[],,,0
4934,52098.0,2023-12-18,2023-12-18,[],,,0
4935,52104.0,2023-12-02,2023-12-02,[],,,0
4936,52106.0,2023-12-02,2023-12-02,[],,,0
4937,52123.0,2023-12-03,2023-12-03,[],,,0
4938,52124.0,2023-12-03,2023-12-03,[],,,0
4939,52126.0,2023-12-03,2023-12-03,[],,,0
4940,52127.0,2023-12-03,2023-12-03,[],,,0
4941,52130.0,2023-12-03,2023-12-03,[],,,0
4942,52132.0,2023-12-03,2023-12-03,[],,,0
